industry,client_organization,bookings,last_year,virtual_any
Industrial & Energy,MECHANICAL SERVICE CONTRACTORS,1,2020,False
Industrial & Energy,NATIONAL UTILITY CONTRACTOR ASSOC,1,2020,False
Industrial & Energy,PLCA,1,2020,False
Industrial & Energy,PREGIS,1,2020,False
Industrial & Energy,ARI Fleet / Holman,1,2019,False
Industrial & Energy,PwC (PricewaterhouseCoopers),1,2019,False
Media & Agencies,Podium (audiobook/author services co.),1,2026,False
Media & Agencies,Team One (advertising agency),1,2025,False
Media & Agencies,Tony Robbins / UPW (Unleash the Power Within),1,2024,True
Media & Agencies,CONCEPT ARTS,1,2023,True
Media & Agencies,ZILLOW,1,2023,False
Media & Agencies,LIVENATION,1,2022,False
Media & Agencies,MIGHTY DREAM PHARELL,1,2022,False
Media & Agencies,REALSCREEN/BRUNICO,1,2022,False
Media & Agencies,WORLDVIEW PANEL SXSW,1,2022,True
Needs review,BLP,1,2023,False
Needs review,EYCA,1,2023,False
Needs review,MIKE ALLES,1,2023,False
Needs review,PFIFC,1,2023,False
Needs review,SCOTTSDALE,1,2023,False
Needs review,ACAM,1,2022,False
Needs review,CASAMATA,1,2022,False
Needs review,UMEC,1,2022,True
Needs review,Cbh,1,2021,True
Needs review,Stratum,1,2021,True
Needs review,HMI,1,2020,False
Non-Profit/Community,Lincoln Young Professionals Group,1,2019,False
Professional Services,Deloitte,6,2025,True
Professional Services,Ernst & Young LLP (EY Canada),1,2026,False
Professional Services,KPMG,1,2024,False
Professional Services,MCDERMOTT,1,2022,False
Professional Services,MILLIMAN,1,2022,False
Professional Services,Bdo,1,2021,True
Professional Services,Deloitte Fireside,1,2021,True
Professional Services,Grant Thornton,1,2021,True
Professional Services,Moss Adams,1,2021,False
Professional Services,Rentokil,1,2021,True
Professional Services,Rentokill Virtual Live,1,2021,True
Professional Services,CDI (CEO group),1,2019,False
Real Estate,AMS Properties,1,2024,False
Real Estate,CBRE,1,2024,False
Real Estate,HomeLife,1,2024,False
Real Estate,Industrial Asset Management Council (IAMC),1,2024,False
Real Estate,AZ ASS. OF REALTORS,1,2023,False
Real Estate,DOUGLAS ELLIMAN,1,2023,False
Real Estate,FVREB,1,2023,False
Real Estate,REALTYONE,1,2023,True
Real Estate,UTAH ASSOCIATION OF REALTORS,1,2023,False
Real Estate,AYALA LAND,1,2022,True
Real Estate,EMERSON,1,2022,False
Real Estate,NAR,1,2022,False
Real Estate,REALTY ONE (R),1,2022,True
Real Estate,TRANSWESTERN,1,2022,False
Real Estate,Realty One,1,2021,False
Real Estate,Weichert Real Estate,1,2021,False
Real Estate,ENGEL & VOLKERS,1,2020,False
Real Estate,REALTY ONE,1,2020,True
Real Estate,WEICHART REAL ESTATE,1,2020,False
Real Estate,Georgia Apartment Association,1,2019,False
Retail & Consumer,FOODMARKETPLACE (FMI),4,2022,True
Retail & Consumer,COCACOLA,2,2023,True
Retail & Consumer,KELLOGG,2,2023,True
Retail & Consumer,WALMART,2,2023,False
Retail & Consumer,Ace Hardware,1,2026,False
Retail & Consumer,Dr Pepper (Keurig Dr Pepper - Orange County distribution),1,2026,False
Retail & Consumer,United Aqua Group (UAG),1,2026,False
Retail & Consumer,Wakefern Food Corp,1,2026,False
Retail & Consumer,Women's Foodservice Forum (WFF),1,2026,False
Retail & Consumer,Aunt Millie's,1,2025,False
Retail & Consumer,Boston Pizza International,1,2025,False
Retail & Consumer,Intelligent Change,1,2025,False
Retail & Consumer,Japan Tobacco International (JTI),1,2025,True
Retail & Consumer,Kimberly-Clark,1,2025,True
Retail & Consumer,NARTA (North American Retail Travel Assoc.),1,2025,False
Retail & Consumer,Shell Oil / Jiffy Lube International,1,2025,False
Retail & Consumer,ALLPRO Corporation,1,2024,False
Retail & Consumer,Henkel Corporation,1,2024,False
Retail & Consumer,Plexus Worldwide,1,2024,False
Retail & Consumer,Puratos,1,2024,False
Retail & Consumer,Sonic,1,2024,False
Retail & Consumer,WinField United,1,2024,False
Retail & Consumer,GOT JUNK,1,2023,False
Retail & Consumer,ORANGE THEORY,1,2023,False
Retail & Consumer,USLAW,1,2023,False
Retail & Consumer,Winesense,1,2023,False
Retail & Consumer,ZEIGLER AUTO,1,2023,False
Retail & Consumer,DENNY’S,1,2022,False
Retail & Consumer,IJO,1,2022,True
Retail & Consumer,NHDA,1,2022,False
Retail & Consumer,PIZZA FACTORY,1,2022,False
Retail & Consumer,Axonify,1,2021,True
Retail & Consumer,Franchise Update,1,2021,False
Retail & Consumer,Rb Hygene,1,2021,True
Retail & Consumer,Starnet Worldwide,1,2021,False
Sports & Entertainment,COWBOYS,1,2023,False
Technology,Google,4,2025,False
Technology,PINK ELEPHANT (R),2,2022,False
Technology,Autodesk,2,2021,True
Technology,HONEYWELL,2,2020,False
Technology,Meta (Facebook),1,2026,True
Technology,"Vertex (Vertex Inc, tax software)",1,2026,False
Technology,Aline (Senior Living Technology),1,2025,False
Technology,All Star Purchasing Co-op,1,2025,False
Technology,Jobsity,1,2025,True
Technology,Microsoft,1,2025,False
Technology,National Association of Landscape Professionals (NALP),1,2025,False
Technology,Quorum Software,1,2025,False
Technology,Redaptive,1,2025,False
Technology,Tundra Technical Solutions,1,2025,False
Technology,WorkForce Software (Vision conference),1,2025,False
Technology,Association of Kentucky Fried Chicken Franchisees (AKFCF),1,2024,False
Technology,AuditBoard,1,2024,True
Technology,AutoLeap,1,2024,True
Technology,BBYO,1,2024,False
Technology,KCI Technologies,1,2024,False
Technology,NETSCOUT Systems,1,2024,False
Technology,NetApp,1,2024,False
Technology,Postman,1,2024,False
Technology,Professional Development Week (PDW) / DPI Canada,1,2024,False
Technology,Spotter,1,2024,False
Technology,Virginia Tech / Virginia Dept of General Services (Public Procurement Forum),1,2024,False
Technology,Virginia Tech / Virginia Institute of Procurement,1,2024,True
Technology,W Services Group,1,2024,False
Technology,CET/ INDEAL RESCHEDULE,1,2023,False
Technology,DELOITTE,1,2023,False
Technology,REPLICATED,1,2023,True
Technology,SERVICENOW,1,2023,True
Technology,VISION,1,2023,False
Technology,ADVANCED,1,2022,True
Technology,BUFFINI MASTERMIND,1,2022,False
Technology,CISCO INSIGHT,1,2022,True
Technology,COACH HUB VIRTUAL 2,1,2022,True
Technology,COACHHUB VIRTUAL,1,2022,True
Technology,DELL,1,2022,False
Technology,HMHS (R2),1,2022,False
Technology,INTELISYS,1,2022,True
Technology,KELLOGG,1,2022,True
Technology,NISC,1,2022,False
Technology,STATS PERFORM,1,2022,True
Technology,STIBO SYSTEMS,1,2022,False
Technology,TRIPLESEAT,1,2022,False
Technology,VIZIENT / PROVISTA,1,2022,False
Technology,XERO,1,2022,False
Technology,Ahtd,1,2021,False
Technology,Autodesk Workshop,1,2021,False
Technology,Bmc,1,2021,True
Technology,Equinix,1,2021,True
Technology,Esc,1,2021,True
Technology,National Emergency Number Assn,1,2021,False
Technology,Netflix,1,2021,True
Technology,Northwestern Ips Summit,1,2021,True
Technology,Pcma,1,2021,False
Technology,Pink Elephant,1,2021,False
Technology,Pinterest,1,2021,True
Technology,School Nutrition Association,1,2021,True
Technology,Werpn,1,2021,True
Technology,PERFORM LINE,1,2020,False
Technology,SIEMENS,1,2020,False
Technology,TRIMBLE INC.,1,2020,True
Technology,WEC,1,2020,False
Technology,Central Access,1,2019,False
Technology,Deloitte,1,2019,False
Technology,EA Summit,1,2019,False
Technology,Home Depot,1,2019,False
Technology,LIFT Labs (Comcast),1,2019,False
Technology,ROC Tech Conference / Greater Rochester Chamber,1,2019,False
Technology,Salvation Army / Boys & Girls Club (Irving),1,2019,False
Technology,T2 Systems,1,2019,False
Technology,TaxJar,1,2019,True
Unknown,IASB,1,2025,False
